Daily_Sales,Number_of_Transactions,Average_Order_Value,Refund_Amount,Expense_Amount,Profit,Inventory_Level,Delivery_Delay_Minutes,Website_Visits,Conversion_Rate,Employee_Hours,System_Error_Count,_sheet,anomaly_score,is_anomaly,num_anomaly_score,text_anomaly_score,_row_index
4359,159,27.42,197,4358,1,1178,9,2983,4.34,388,3,Operational_Data,0.3551,0,0.3551,,1014
4616,100,46.16,211,4408,208,1198,22,4306,2.57,366,0,Operational_Data,0.2562,0,0.2562,,1015
5055,97,52.11,109,3446,1609,1481,12,2635,2.68,487,0,Operational_Data,0.3243,0,0.3243,,1016
5993,93,64.44,368,4041,1952,1212,8,4650,4.39,492,1,Operational_Data,0.2415,0,0.2415,,1017
6309,154,40.97,192,4399,1910,1277,19,4341,2.57,434,3,Operational_Data,0.1518,0,0.1518,,1018
4669,91,51.31,185,2784,1885,966,7,4981,4.32,361,1,Operational_Data,0.3263,0,0.3263,,1019
7749,133,58.26,350,2651,5098,1247,16,2244,3.98,356,5,Operational_Data,0.3891,0,0.3891,,1020
5861,149,39.34,203,2536,3325,1340,18,2385,2.04,362,2,Operational_Data,0.349,0,0.349,,1021
4854,126,38.52,161,3652,1202,1127,12,4876,3.17,432,1,Operational_Data,0.1617,0,0.1617,,1022
6704,87,77.06,190,4283,2421,911,15,4971,2.15,408,3,Operational_Data,0.2652,0,0.2652,,1023
4931,89,55.4,218,3797,1134,983,14,4831,3.29,353,0,Operational_Data,0.2175,0,0.2175,,1024
7347,98,74.97,143,3748,3599,1142,9,4079,4.06,353,1,Operational_Data,0.2796,0,0.2796,,1025
7261,154,47.15,329,3250,4011,1452,15,3053,3.66,458,4,Operational_Data,0.2053,0,0.2053,,1026
6122,111,55.15,316,4414,1708,1350,19,3182,3.66,401,2,Operational_Data,0.0867,0,0.0867,,1027
4932,160,30.82,355,3800,1132,897,19,2189,4.35,483,5,Operational_Data,0.3728,0,0.3728,,1028
4380,100,43.8,366,4377,3,1067,10,4970,4.23,436,4,Operational_Data,0.2966,0,0.2966,,1029
5815,87,66.84,343,3531,2284,1356,12,3449,4.89,485,5,Operational_Data,0.2964,0,0.2964,,1030
7788,126,61.81,353,4379,3409,1328,23,3653,2.26,457,1,Operational_Data,0.2258,0,0.2258,,1031
5191,89,58.33,233,3143,2048,832,7,2579,2.71,424,1,Operational_Data,0.2288,0,0.2288,,1032
7480,140,53.43,187,4188,3292,1233,18,3201,4.54,496,3,Operational_Data,0.2173,0,0.2173,,1033
7763,116,66.92,342,3249,4514,934,25,4971,4.98,424,5,Operational_Data,0.4105,0,0.4105,,1034
5026,111,45.28,393,4327,699,990,14,3477,3.73,458,5,Operational_Data,0.1673,0,0.1673,,1035
6908,123,56.16,387,3974,2934,920,20,2109,2.46,454,1,Operational_Data,0.2395,0,0.2395,,1036
5587,80,69.84,399,2627,2960,1482,22,2061,4.67,382,3,Operational_Data,0.5047,1,0.5047,,1037
5763,112,51.46,325,3913,1850,950,15,2851,4.02,391,2,Operational_Data,0.0524,0,0.0524,,1038
4846,158,30.67,264,3634,1212,1284,9,2500,4.32,421,1,Operational_Data,0.2517,0,0.2517,,1039
4331,157,27.59,382,4121,210,1090,23,3928,4.64,452,3,Operational_Data,0.359,0,0.359,,1040
5535,115,48.13,115,4055,1480,1343,23,3383,4.87,374,0,Operational_Data,0.3494,0,0.3494,,1041
4105,119,34.5,363,3566,539,925,15,3774,2.01,382,5,Operational_Data,0.32,0,0.32,,1042
402,108,45.34,202,6346,-5944,1312,20,3914,2.57,355,45,Operational_Data,0.7572,1,0.7572,,1043
6479,131,49.46,226,3266,3213,994,8,2290,2.98,435,0,Operational_Data,0.1234,0,0.1234,,1044
5518,114,48.4,234,3409,2109,1481,11,4829,4.68,425,2,Operational_Data,0.2034,0,0.2034,,1045
949,114,67.51,369,7060,-6111,1093,13,2393,4.8,390,27,Operational_Data,0.84,1,0.84,,1046
5681,156,36.42,199,3867,1814,904,5,4686,4.08,392,3,Operational_Data,0.2544,0,0.2544,,1047
6733,93,72.4,174,2660,4073,1099,7,4554,2.04,414,3,Operational_Data,0.282,0,0.282,,1048
5785,84,68.87,140,3094,2691,1059,16,3108,3.14,425,4,Operational_Data,0.1845,0,0.1845,,1049
7365,126,58.45,150,2502,4863,1303,13,3974,4.78,368,5,Operational_Data,0.3889,0,0.3889,,1050
6930,116,59.74,156,3277,3653,1420,14,3087,3.88,434,5,Operational_Data,0.2158,0,0.2158,,1051
7755,125,62.04,309,4306,3449,1126,20,3622,2.82,438,2,Operational_Data,0.116,0,0.116,,1052
6763,141,47.96,313,4430,2333,1026,16,3837,2.63,406,2,Operational_Data,0.1065,0,0.1065,,1053
5760,95,60.63,320,4499,1261,1491,5,4891,4.4,395,1,Operational_Data,0.3535,0,0.3535,,1054
7128,152,46.89,139,3064,4064,932,15,4219,4.42,418,3,Operational_Data,0.2105,0,0.2105,,1055
6370,154,41.36,241,4239,2131,1138,6,4170,4.44,362,1,Operational_Data,0.2808,0,0.2808,,1056
7705,144,53.51,173,3012,4693,1007,17,2307,4.63,394,1,Operational_Data,0.2847,0,0.2847,,1057
7738,129,59.98,119,4013,3725,836,14,3889,3.33,496,4,Operational_Data,0.3135,0,0.3135,,1058
6899,110,62.72,266,3019,3880,1467,24,2562,3.41,473,3,Operational_Data,0.2263,0,0.2263,,1059
7642,119,64.22,235,3975,3667,1473,17,4393,2.6,497,4,Operational_Data,0.2584,0,0.2584,,1060
6723,153,43.94,218,3914,2809,1033,14,2119,2.79,480,1,Operational_Data,0.2075,0,0.2075,,1061
6295,138,45.62,286,2964,3331,1289,13,4432,2.14,355,1,Operational_Data,0.2188,0,0.2188,,1062
7694,116,66.33,256,4122,3572,1007,18,4265,3.16,353,0,Operational_Data,0.256,0,0.256,,1063
7226,98,73.73,363,2944,4282,1106,13,2575,2.92,459,1,Operational_Data,0.1894,0,0.1894,,1064
5243,153,34.27,140,3108,2135,1478,22,3196,3.63,461,0,Operational_Data,0.3333,0,0.3333,,1065
4535,91,49.84,290,3450,1085,1426,10,4862,2.89,399,4,Operational_Data,0.2264,0,0.2264,,1066
6591,89,74.06,282,4440,2151,1282,19,4700,3.6,408,0,Operational_Data,0.2407,0,0.2407,,1067
4850,148,32.77,186,2673,2177,1395,14,3920,2.46,371,2,Operational_Data,0.2602,0,0.2602,,1068
6641,96,69.18,123,2797,3844,1308,5,3368,2.91,485,4,Operational_Data,0.2962,0,0.2962,,1069
4282,87,49.22,167,3285,997,1359,6,2058,3.14,381,4,Operational_Data,0.3502,0,0.3502,,1070
5518,106,52.06,155,2625,2893,1353,5,2552,3.17,389,1,Operational_Data,0.2449,0,0.2449,,1071
6738,89,75.71,347,2751,3987,1320,10,4844,2.07,406,5,Operational_Data,0.3321,0,0.3321,,1072
6907,90,76.74,226,2759,4148,1319,6,3687,3.44,425,1,Operational_Data,0.2211,0,0.2211,,1073
7357,126,58.39,307,3262,4095,1018,23,2883,3.7,491,1,Operational_Data,0.2068,0,0.2068,,1074
6525,103,63.35,357,3970,2555,1106,15,4886,4.07,436,3,Operational_Data,0.1249,0,0.1249,,1075
6662,88,75.7,114,4158,2504,842,14,2895,2.54,399,4,Operational_Data,0.2704,0,0.2704,,1076
5424,144,37.67,359,3714,1710,901,5,3556,3.61,359,4,Operational_Data,0.1949,0,0.1949,,1077
6231,123,50.66,132,3025,3206,1316,18,3003,4.76,446,0,Operational_Data,0.1882,0,0.1882,,1078
7874,151,52.15,363,3892,3982,1085,11,4519,3.67,421,5,Operational_Data,0.2465,0,0.2465,,1079
5424,89,60.94,210,3723,1701,1048,25,3841,3.36,478,2,Operational_Data,0.1334,0,0.1334,,1080
709,158,26.35,127,6023,-5314,1278,19,4581,4.92,406,36,Operational_Data,0.9213,1,0.9213,,1081
5886,119,49.46,198,2895,2991,1311,21,3817,2.25,429,3,Operational_Data,0.1043,0,0.1043,,1082
7950,121,65.7,289,3485,4465,1336,9,4424,3.86,350,2,Operational_Data,0.2818,0,0.2818,,1083
5725,143,40.03,117,4140,1585,989,19,4682,2.19,449,3,Operational_Data,0.2041,0,0.2041,,1084
5018,145,34.61,225,3427,1591,975,14,3341,2.03,362,4,Operational_Data,0.1822,0,0.1822,,1085
7975,111,71.85,107,2516,5459,980,19,2556,4.03,360,2,Operational_Data,0.5045,1,0.5045,,1086
6312,99,63.76,184,4062,2250,1488,14,3053,4.47,392,3,Operational_Data,0.2604,0,0.2604,,1087
6936,90,77.07,175,2870,4066,989,16,3425,2.84,429,3,Operational_Data,0.151,0,0.151,,1088
6178,145,42.61,223,3799,2379,1040,8,4632,2.77,482,5,Operational_Data,0.1647,0,0.1647,,1089
6519,112,58.21,169,2918,3601,854,20,2253,4.09,377,1,Operational_Data,0.1922,0,0.1922,,1090
5465,113,48.36,362,4416,1049,1239,9,3000,3.29,464,3,Operational_Data,0.1025,0,0.1025,,1091
4314,160,26.96,366,3414,900,871,8,3097,4.13,408,2,Operational_Data,0.3884,0,0.3884,,1092
5109,94,54.35,194,2624,2485,1050,14,2870,4.58,492,1,Operational_Data,0.2184,0,0.2184,,1093
5930,81,73.21,127,3032,2898,802,6,4588,2.09,494,4,Operational_Data,0.5086,1,0.5086,,1094
4222,142,29.73,190,3651,571,1265,8,2147,2.81,487,3,Operational_Data,0.3544,0,0.3544,,1095
5166,83,62.24,263,3933,1233,1060,25,3189,4.57,383,0,Operational_Data,0.2586,0,0.2586,,1096
4261,140,30.44,353,3398,863,1057,22,2369,2.57,378,1,Operational_Data,0.3267,0,0.3267,,1097
7287,88,82.81,144,2964,4323,1237,13,2118,4.56,376,1,Operational_Data,0.3471,0,0.3471,,1098
7301,87,83.92,251,4063,3238,1113,19,4324,2.07,484,5,Operational_Data,0.339,0,0.339,,1099
4744,84,56.48,361,3843,901,1030,12,2073,4.83,438,1,Operational_Data,0.2907,0,0.2907,,1100
6932,88,78.77,225,2693,4239,1344,20,3905,4.7,447,3,Operational_Data,0.2488,0,0.2488,,1101
6509,119,54.7,105,4041,2468,1424,18,4403,2.64,434,4,Operational_Data,0.19,0,0.19,,1102
6662,147,45.32,293,4135,2527,849,9,2764,2.76,437,4,Operational_Data,0.1604,0,0.1604,,1103
4281,146,29.32,352,2910,1371,1459,23,4159,2.99,465,1,Operational_Data,0.3851,0,0.3851,,1104
6191,127,48.75,270,4174,2017,1429,23,3100,4.25,421,3,Operational_Data,0.1265,0,0.1265,,1105
4739,133,35.63,280,3154,1585,965,7,4009,3.06,406,5,Operational_Data,0.1668,0,0.1668,,1106
5621,113,49.74,196,3665,1956,1101,6,4678,2.83,415,3,Operational_Data,0.1103,0,0.1103,,1107
6958,98,71.0,195,4139,2819,1199,12,3141,3.68,398,3,Operational_Data,0.131,0,0.131,,1108
5469,145,37.72,335,3748,1721,1189,16,3127,2.8,465,3,Operational_Data,0.0588,0,0.0588,,1109
5924,115,51.51,163,3326,2598,895,16,3546,2.5,463,2,Operational_Data,0.101,0,0.101,,1110
4079,143,28.52,374,2956,1123,1080,12,3521,3.04,404,0,Operational_Data,0.3144,0,0.3144,,1111
5263,99,53.16,274,3351,1912,1387,20,3566,4.92,381,2,Operational_Data,0.1561,0,0.1561,,1112
5047,118,42.77,147,4319,728,1086,6,2659,4.56,376,5,Operational_Data,0.304,0,0.304,,1113
5747,156,36.84,311,3095,2652,1125,6,2674,4.25,436,0,Operational_Data,0.1795,0,0.1795,,1114
4137,118,35.06,216,3313,824,805,10,4527,2.43,450,1,Operational_Data,0.2529,0,0.2529,,1115
4635,117,39.62,273,4412,223,999,16,3444,3.29,374,4,Operational_Data,0.1883,0,0.1883,,1116
4590,123,37.32,208,2513,2077,1487,11,4908,4.69,430,3,Operational_Data,0.4097,0,0.4097,,1117
4139,98,42.23,251,3880,259,1054,7,4882,3.04,401,3,Operational_Data,0.2994,0,0.2994,,1118
4842,151,32.07,203,4414,428,1119,20,3915,2.28,458,1,Operational_Data,0.2352,0,0.2352,,1119
6933,129,53.74,224,2758,4175,1236,8,2639,3.0,463,5,Operational_Data,0.1962,0,0.1962,,1120
7236,144,50.25,298,3285,3951,836,21,2246,4.87,474,5,Operational_Data,0.3303,0,0.3303,,1121
5417,110,49.25,157,3323,2094,1428,23,2618,4.05,374,2,Operational_Data,0.2188,0,0.2188,,1122
5479,119,46.04,243,2603,2876,943,7,3916,3.73,439,2,Operational_Data,0.1466,0,0.1466,,1123
7804,151,51.68,393,3537,4267,1386,18,2943,3.35,447,5,Operational_Data,0.2744,0,0.2744,,1124
7751,155,50.01,102,3332,4419,1212,20,4045,2.56,430,1,Operational_Data,0.2669,0,0.2669,,1125
6808,93,73.2,355,2710,4098,882,12,3163,4.27,439,0,Operational_Data,0.2869,0,0.2869,,1126
5806,154,37.7,297,2844,2962,1319,15,2380,4.18,486,0,Operational_Data,0.2434,0,0.2434,,1127
5846,126,46.4,171,3094,2752,1260,24,2495,3.64,394,2,Operational_Data,0.0913,0,0.0913,,1128
5854,143,40.94,277,3366,2488,1273,17,4830,3.12,425,5,Operational_Data,0.1133,0,0.1133,,1129
7686,99,77.64,219,3597,4089,1070,19,4261,4.77,494,1,Operational_Data,0.2518,0,0.2518,,1130
6422,82,78.32,360,2821,3601,862,9,2564,3.06,385,2,Operational_Data,0.2942,0,0.2942,,1131
6307,114,55.32,307,2968,3339,1175,18,2542,2.79,392,0,Operational_Data,0.148,0,0.148,,1132
4267,140,30.48,377,3463,804,1449,18,4953,2.8,432,2,Operational_Data,0.3475,0,0.3475,,1133
6943,129,53.82,282,3253,3690,1305,16,3140,4.34,414,3,Operational_Data,0.0889,0,0.0889,,1134
5669,142,39.92,317,3662,2007,1217,13,4405,3.2,438,5,Operational_Data,0.0729,0,0.0729,,1135
4146,98,42.31,220,3583,563,822,9,4777,3.15,479,2,Operational_Data,0.2788,0,0.2788,,1136
5026,107,46.97,258,4491,535,1304,21,4827,2.38,454,3,Operational_Data,0.1676,0,0.1676,,1137
4731,87,54.38,250,2543,2188,1228,13,3316,2.98,448,1,Operational_Data,0.145,0,0.145,,1138
6165,90,68.5,323,3003,3162,1000,22,3884,2.88,418,5,Operational_Data,0.1879,0,0.1879,,1139
530,111,46.59,176,5691,-5161,1440,8,4303,4.54,370,47,Operational_Data,0.9121,1,0.9121,,1140
5663,146,38.79,244,3121,2542,1050,19,3507,3.88,451,0,Operational_Data,0.1118,0,0.1118,,1141
6546,93,70.39,319,3607,2939,1264,11,2385,3.8,410,3,Operational_Data,0.1179,0,0.1179,,1142
5640,105,53.71,178,3320,2320,1351,8,4641,4.51,499,0,Operational_Data,0.2964,0,0.2964,,1143
5718,111,51.51,323,4181,1537,1207,8,4138,2.85,377,3,Operational_Data,0.1171,0,0.1171,,1144
6607,140,47.19,308,3286,3321,1263,10,2247,3.78,400,1,Operational_Data,0.1392,0,0.1392,,1145
6421,155,41.43,110,2904,3517,1140,11,4385,4.4,450,5,Operational_Data,0.282,0,0.282,,1146
6473,139,46.57,346,4240,2233,853,16,4314,3.16,497,0,Operational_Data,0.2799,0,0.2799,,1147
7168,126,56.89,130,3763,3405,868,21,2162,3.66,390,5,Operational_Data,0.2298,0,0.2298,,1148
6051,114,53.08,366,3581,2470,1016,23,3926,4.06,441,2,Operational_Data,0.0863,0,0.0863,,1149
4432,153,28.97,278,3147,1285,941,10,4368,2.33,437,5,Operational_Data,0.306,0,0.306,,1150
5727,121,47.33,352,3917,1810,1109,24,4760,3.28,369,1,Operational_Data,0.1633,0,0.1633,,1151
7593,119,63.81,198,2569,5024,1180,13,2789,4.18,498,5,Operational_Data,0.3337,0,0.3337,,1152
6650,121,54.96,275,3380,3270,1402,5,3987,4.67,394,3,Operational_Data,0.1844,0,0.1844,,1153
5364,153,35.06,195,4201,1163,847,5,3584,2.59,404,3,Operational_Data,0.2491,0,0.2491,,1154
5102,125,40.82,386,4046,1056,1344,5,4611,2.14,467,0,Operational_Data,0.3367,0,0.3367,,1155
5059,123,41.13,332,3659,1400,1191,21,2504,3.01,440,1,Operational_Data,0.0816,0,0.0816,,1156
7205,132,54.58,377,4257,2948,935,19,4484,4.68,455,1,Operational_Data,0.184,0,0.184,,1157
4815,112,42.99,124,4251,564,813,25,3168,2.52,376,2,Operational_Data,0.332,0,0.332,,1158
7499,93,80.63,283,3777,3722,1437,16,4226,2.65,419,0,Operational_Data,0.2546,0,0.2546,,1159
4273,81,52.75,280,3940,333,1180,17,4164,4.81,461,0,Operational_Data,0.3146,0,0.3146,,1160
6539,138,47.38,127,3969,2570,1160,14,4035,2.26,377,1,Operational_Data,0.1555,0,0.1555,,1161
7218,144,50.12,374,3197,4021,990,12,3156,4.0,449,2,Operational_Data,0.1569,0,0.1569,,1162
5839,81,72.09,335,3654,2185,947,21,3223,3.35,363,1,Operational_Data,0.242,0,0.242,,1163
7229,122,59.25,342,3653,3576,1174,15,3173,4.2,420,5,Operational_Data,0.1265,0,0.1265,,1164
4432,86,51.53,217,2612,1820,949,21,3418,2.5,476,4,Operational_Data,0.2744,0,0.2744,,1165
758,106,63.08,186,8396,-7638,962,16,3315,3.38,477,35,Operational_Data,0.8851,1,0.8851,,1166
7304,99,73.78,153,3975,3329,1175,9,4701,2.94,452,3,Operational_Data,0.1952,0,0.1952,,1167
5991,120,49.92,282,2616,3375,880,10,3467,2.26,371,2,Operational_Data,0.1832,0,0.1832,,1168
7321,112,65.37,307,3697,3624,1262,16,2587,4.01,450,4,Operational_Data,0.1015,0,0.1015,,1169
7449,92,80.97,343,4269,3180,1323,13,3374,4.4,423,4,Operational_Data,0.1939,0,0.1939,,1170
6975,142,49.12,111,2752,4223,1016,10,3311,3.27,377,1,Operational_Data,0.2288,0,0.2288,,1171
7333,143,51.28,395,2578,4755,1185,10,4487,2.8,490,1,Operational_Data,0.365,0,0.365,,1172
4290,149,28.79,195,4148,142,1446,20,4336,2.07,386,1,Operational_Data,0.4423,1,0.4423,,1173
7430,80,92.88,386,4185,3245,1150,17,3014,3.72,443,1,Operational_Data,0.3668,0,0.3668,,1174
5430,140,38.79,114,3008,2422,1329,7,2900,4.5,484,3,Operational_Data,0.3153,0,0.3153,,1175
336,119,59.91,154,5969,-5633,1167,10,3453,3.61,463,17,Operational_Data,0.696,1,0.696,,1176
4633,140,33.09,322,3780,853,1060,9,3951,2.56,449,4,Operational_Data,0.1419,0,0.1419,,1177
6310,142,44.44,385,3931,2379,824,16,4363,4.22,414,2,Operational_Data,0.2395,0,0.2395,,1178
5032,83,60.63,118,2919,2113,932,13,2179,2.39,391,5,Operational_Data,0.3496,0,0.3496,,1179
7746,116,66.78,161,3745,4001,949,7,3032,3.32,357,0,Operational_Data,0.3107,0,0.3107,,1180
7135,81,88.09,236,2638,4497,1422,22,4461,3.59,435,5,Operational_Data,0.4697,1,0.4697,,1181
123,108,67.93,176,6754,-6631,1319,18,2971,4.38,485,26,Operational_Data,0.8339,1,0.8339,,1182
5505,141,39.04,365,2937,2568,1061,21,4828,4.31,350,1,Operational_Data,0.3123,0,0.3123,,1183
4193,82,51.13,109,3351,842,856,17,3424,4.27,418,1,Operational_Data,0.3876,0,0.3876,,1184
5053,85,59.45,152,3227,1826,1276,22,3054,4.31,389,2,Operational_Data,0.1909,0,0.1909,,1185
6924,84,82.43,181,3112,3812,1018,6,4383,4.08,471,4,Operational_Data,0.3424,0,0.3424,,1186
7070,88,80.34,292,2908,4162,1273,24,4448,2.15,396,4,Operational_Data,0.2991,0,0.2991,,1187
4805,97,49.54,151,3293,1512,1303,16,4242,3.07,476,1,Operational_Data,0.1108,0,0.1108,,1188
4128,84,49.14,338,4446,-318,983,22,3620,4.74,371,5,Operational_Data,0.4008,0,0.4008,,1189
553,104,48.67,248,6459,-5906,901,12,4629,3.64,372,41,Operational_Data,0.7937,1,0.7937,,1190
6362,150,42.41,109,3372,2990,1182,10,2838,3.67,358,0,Operational_Data,0.2924,0,0.2924,,1191
7621,141,54.05,139,3032,4589,1372,19,2700,4.76,361,2,Operational_Data,0.3487,0,0.3487,,1192
5267,100,52.67,333,3329,1938,1423,21,3906,2.23,450,0,Operational_Data,0.1883,0,0.1883,,1193
7548,88,85.77,108,3963,3585,1483,9,4530,3.92,433,1,Operational_Data,0.3811,0,0.3811,,1194
7584,134,56.6,299,2504,5080,1306,8,3309,3.46,392,5,Operational_Data,0.2862,0,0.2862,,1195
5791,127,45.6,183,3934,1857,1373,11,2768,4.24,455,1,Operational_Data,0.1003,0,0.1003,,1196
4370,155,28.19,311,3028,1342,1134,7,4793,3.66,402,3,Operational_Data,0.3128,0,0.3128,,1197
6718,141,47.65,377,3235,3483,1225,12,2971,2.45,454,5,Operational_Data,0.2136,0,0.2136,,1198
5803,119,48.76,371,4305,1498,1083,8,4212,3.9,411,2,Operational_Data,0.1014,0,0.1014,,1199
